index,q_year,request_status,fuel,NAME,state,$2022_poi_cost/kw,$2022_network_cost/kw,$2022_total_cost/kw,nameplate_mw,lat,lon
258,2016,Withdrawn,Storage,auglaize,OH,0,0,0,19.9,40.55998859,-84.2242143
259,2016,Withdrawn,Wind Onshore,henry,IN,27.39906727,18.35737507,45.75644234,200,39.93029017,-85.39625719
260,2016,Withdrawn,Wind Onshore,huron,OH,0,12.92048017,12.92048017,60,41.14651175,-82.59867951
261,2017,Active,Natural Gas,delaware,PA,0,0.017888401,0.017888401,919,39.91569836,-75.39991691
262,2017,Active,Natural Gas,luzerne,PA,0,0.024944517,0.024944517,1105,41.17821699,-75.9850149
263,2017,Active,Solar,clermont,OH,5.479813453,72.29737082,77.77718427,80,39.04847534,-84.15375786
264,2017,Active,Solar,culpeper,VA,0,31.79942323,31.79942323,150,38.48401706,-77.95862398
265,2017,Active,Solar,greene,OH,0,11.47503736,11.47503736,175,39.69116283,-83.89032084
266,2017,Active,Solar,halifax,VA,0,0,0,134.7,36.76654925,-78.93512622
267,2017,Active,Solar,harrison,KY,0,8.932095929,8.932095929,20,38.44168172,-84.32901095
268,2017,Active,Solar,isle of wight,VA,0,0,0,240,36.90566225,-76.70855328
269,2017,Active,Solar,madison,OH,0,0.248301745,0.248301745,196,39.89381073,-83.40178317
270,2017,Active,Solar,meigs,OH,22.83255606,4.566511211,27.39906727,60,39.09224872,-82.0305041
271,2017,Active,Solar,page,VA,9.407371037,84.98298266,94.39035369,100,38.62269337,-78.48553191
272,2017,Active,Solar,pickaway,OH,21.88778743,7.295929143,29.18371657,70,39.64170392,-83.0243386
273,2017,Active,Solar,powhatan,VA,6.681755351,80.37985726,87.06161261,99.9,37.55016038,-77.91267882
274,2017,Active,Solar,preble,OH,0,0,0,20,39.7420247,-84.64787018
275,2017,Active,Wind Hybrid,carbon,PA,13.02660509,21.54945652,34.57606161,90,40.91508025,-75.70908737
276,2017,Complete,Coal,chesterfield,VA,0,0,0,370,37.37369854,-77.58668072
277,2017,Complete,Natural Gas,warren,VA,0,0,0,1484,38.90848718,-78.20280854
278,2017,Complete,Solar,adams,PA,0,23.00628529,23.00628529,55,39.87204983,-77.21604164
279,2017,Complete,Solar,augusta,VA,3.3576512,46.10551496,49.46316616,150,38.16228791,-79.1256185
280,2017,Complete,Solar,charles,MD,6.493575038,22.14054255,28.63411759,27.5,38.51092331,-76.98580666
281,2017,Complete,Solar,clermont,OH,0.449154439,19.7497856,20.19894004,70,39.04847534,-84.15375786
282,2017,Complete,Solar,franklin,PA,0.970358576,14.92010612,15.8904647,35,39.92956518,-77.72157791
283,2017,Complete,Solar,frederick,VA,4.198758582,87.11798943,91.31674801,75,39.20177863,-78.26012305
284,2017,Complete,Solar,gloucester,VA,11.3664813,156.3692492,167.7357305,50,37.40809042,-76.53524337
285,2017,Complete,Solar,halifax,VA,5.87744109,90.37530757,96.25274862,114.2,36.76654925,-78.93512622
286,2017,Complete,Solar,isle of wight,VA,6.190973687,91.74187522,97.9328489,85,36.90566225,-76.70855328
287,2017,Complete,Solar,kent,DE,22.67028313,204.0325481,226.7028313,20,39.08646624,-75.56884914
288,2017,Complete,Solar,king william,VA,0,0,0,74,37.70976727,-77.09053578
289,2017,Complete,Solar,mecklenburg,VA,0,1.043773991,1.043773991,105,36.67882005,-78.36131056
290,2017,Complete,Solar,page,VA,0,0.679496868,0.679496868,20,38.62269337,-78.48553191
291,2017,Complete,Solar,preble,OH,1.36713698,7.94946136,9.31659834,49.9,39.7420247,-84.64787018
292,2017,Complete,Solar,surry,VA,0,0.074809631,0.074809631,150,37.11782639,-76.88446978
293,2017,Complete,Solar,wythe,VA,24.94393541,20.31233562,45.25627103,75,36.91582035,-81.07834059
294,2017,Complete,Solar Hybrid,adams,PA,0.029621472,16.19885964,16.22848111,100,39.87204983,-77.21604164
295,2017,Withdrawn,Hydro,garrett,MD,29.51611914,432.4700054,461.9861245,15,39.52786077,-79.27355126
296,2017,Withdrawn,Natural Gas,jefferson,PA,16.46822868,68.47316136,84.94139004,20,41.12913472,-78.99852964
297,2017,Withdrawn,Natural Gas,tioga,PA,7.375440763,30.83687933,38.2123201,20,41.77256304,-77.25442096
298,2017,Withdrawn,Solar,allegany,MD,0,0,0,20,39.62357628,-78.69280486
299,2017,Withdrawn,Solar,charles,MD,21.41265401,73.00874703,94.42140104,32.5,38.51092331,-76.98580666
300,2017,Withdrawn,Solar,culpeper,VA,21.23427713,175.3540305,196.5883076,80,38.48401706,-77.95862398
301,2017,Withdrawn,Solar,halifax,NC,86.96619627,7628.899166,7715.865362,20,36.25673944,-77.65561111
302,2017,Withdrawn,Solar,halifax,VA,16.98742171,19.72732843,36.71475014,100,36.76654925,-78.93512622
303,2017,Withdrawn,Solar,jackson,OH,78.28304934,29.41205996,107.6951093,49,39.01914254,-82.6181856
304,2017,Withdrawn,Solar,orange,VA,16.43944036,0,16.43944036,20,38.24807863,-78.01156566
305,2017,Withdrawn,Solar,prince george,VA,8.589083793,132.9259135,141.5149973,60,37.1854013,-77.22950752
306,2017,Withdrawn,Wind Onshore,fayette,PA,0,111.7744949,111.7744949,80,39.91812937,-79.6439364
307,2017,Withdrawn,Wind Onshore,huron,OH,0,19.19917047,19.19917047,500.4,41.14651175,-82.59867951
308,2017,Withdrawn,Wind Onshore,jasper,IN,43.83850763,17.26141238,61.09992001,200,41.02078733,-87.11553319
309,2018,Active,Solar,allegany,MD,17.44943053,577.8343455,595.283776,18,39.62357628,-78.69280486
310,2018,Complete,Solar,camden,NJ,3.631738973,12.38280467,16.01454364,13.2,39.80338264,-74.96387341
311,2018,Complete,Solar,hunterdon,NJ,140.5461121,164.7935465,305.3396586,7.5,40.56334733,-74.91284039
312,2018,Complete,Solar,rockingham,VA,34.72862272,145.0430714,179.7716941,50,38.50786076,-78.87099376
313,2019,Active,Hydro,fayette,WV,0,0,0,51,38.02974928,-81.08286634
314,2019,Active,Natural Gas,chesterfield,VA,3.926442038,43.93194282,47.85838486,1138,37.37369854,-77.58668072
315,2019,Active,Solar,adams,PA,2.115714286,54.65714285,56.77285715,86.3,39.87204983,-77.21604164
316,2019,Active,Solar,albemarle,VA,13.79659865,186.0898606,199.8864592,193,38.02073717,-78.555084
317,2019,Active,Solar,allen,OH,6.15808523,8.152858015,14.31094325,400,40.77285242,-84.10802343
318,2019,Active,Solar,amelia,VA,44.11204858,458.5454456,502.6574942,41,37.34081025,-77.98584649
319,2019,Active,Solar,armstrong,PA,17.3384253,59.11722601,76.45565131,20,40.8178373,-79.46378371
320,2019,Active,Solar,auglaize,OH,5.360843918,122.9678115,128.3286554,77,40.55998859,-84.2242143
321,2019,Active,Solar,bedford,PA,8.792913159,2.442817721,11.23573088,16.6,40.00586266,-78.49123865
322,2019,Active,Solar,blackford,IN,7.367915644,38.7462477,46.11416335,150,40.47388153,-85.32499702
323,2019,Active,Solar,blair,PA,3.03375,1505.8625,1508.89625,80,40.48217287,-78.35076068
324,2019,Active,Solar,bradford,PA,3.849577323,19.88196071,23.73153803,13.6,41.78869215,-76.51570822
325,2019,Active,Solar,buckingham,VA,17,71,88,100,37.57242231,-78.52518843
326,2019,Active,Solar,butler,OH,66.58426714,0.112901426,66.69716857,49,39.44012838,-84.57388716
327,2019,Active,Solar,campbell,VA,24.44956213,298.6524495,323.1020116,187.4,37.20551978,-79.09674063
328,2019,Active,Solar,caroline,VA,41.10440891,352.1744755,393.2788845,44,38.02991616,-77.34734766
329,2019,Active,Solar,centre,PA,7.455608603,375.9935959,383.4492045,123.6,40.92126,-77.82249856
330,2019,Active,Solar,champaign,OH,0,52.51196734,52.51196734,78,40.13923427,-83.76875242
331,2019,Active,Solar,charlotte,VA,29.25666752,791.9228169,821.1794845,100,37.01909701,-78.66314092
332,2019,Active,Solar,clarion,PA,8.838892576,6.108939381,14.94783196,15.9,41.19309854,-79.42292562
333,2019,Active,Solar,clark,OH,1.651311963,56.72738934,58.3787013,180,39.91592241,-83.78497648
334,2019,Active,Solar,clearfield,PA,3.035659594,10.3504079,13.3860675,33.5,41.00110782,-78.47592663
335,2019,Active,Solar,columbia,PA,34.39786191,7.896260576,42.29412249,55,41.04821776,-76.40564977
336,2019,Active,Solar,columbiana,OH,2.006896552,67.36689655,69.3737931,145,40.76665335,-80.77757848
337,2019,Active,Solar,crawford,PA,9.231454752,66.12077608,75.35223083,254,41.6848279,-80.10872001
338,2019,Active,Solar,dauphin,PA,41.17211029,19.46898238,60.64109267,17,40.41397293,-76.77655524
339,2019,Active,Solar,defiance,OH,13.97227516,29.23893621,43.21121136,90,41.32398837,-84.49076944
340,2019,Active,Solar,dekalb,IL,11.82087576,286.0651935,297.8860693,90,41.89372684,-88.76958542
341,2019,Active,Solar,dekalb,IN,6.074686743,6.535532588,12.61021933,96,41.39804622,-84.99906934
342,2019,Active,Solar,delaware,IN,10.10043987,114.0785721,124.179012,83,40.22787247,-85.39732772
343,2019,Active,Solar,dinwiddie,VA,9.317410037,815.7891291,825.1065391,314,37.07544384,-77.6345015
344,2019,Active,Solar,elk,PA,4.55852932,15.54279604,20.10132536,40,41.42822061,-78.64524744
345,2019,Active,Solar,elkhart,IN,2.659697047,79.79091141,82.45060846,100,41.59761169,-85.85875695
346,2019,Active,Solar,erie,OH,2.47670989,9.33830272,11.81501261,125,41.36796058,-82.62904521
347,2019,Active,Solar,erie,PA,25.67063522,544.4371578,570.107793,157,41.9927335,-80.03291079
348,2019,Active,Solar,fauquier,VA,30,118.5714286,148.5714286,70,38.73564842,-77.80647472
349,2019,Active,Solar,fayette,KY,7.51364416,10.61515013,18.12879429,120,38.0378066,-84.45931358
350,2019,Active,Solar,fleming,KY,7.513644158,625.1981357,632.7117798,80,38.367538,-83.69657052
351,2019,Active,Solar,franklin,IN,4.657425051,98.49153687,103.1489619,180,39.41425351,-85.06062363
352,2019,Active,Solar,franklin,OH,10.15472332,22.74040975,32.89513308,300,39.96995815,-83.01115755
353,2019,Active,Solar,franklin,PA,8.020305006,28.79782919,36.8181342,71.9,39.92956518,-77.72157791
354,2019,Active,Solar,fulton,OH,3.16322344,82.77887492,85.94209836,199,41.60213491,-84.12571393
355,2019,Active,Solar,greensville,VA,10.30303031,84.39772725,94.7007576,97.4,36.67878837,-77.56351483
356,2019,Active,Solar,halifax,VA,5.61786544,441.0414291,446.6592946,500,36.76654925,-78.93512622
357,2019,Active,Solar,hanover,VA,0,531.8161767,531.8161767,80,37.75956699,-77.49076272
358,2019,Active,Solar,henry,OH,0.212775764,52.74179244,52.95456821,40,41.3339642,-84.06830637
359,2019,Active,Solar,henry,VA,9.1466304,103.9889475,113.1355779,341.1,36.68227381,-79.87742515
360,2019,Active,Solar,hertford,NC,11.57620757,690.7127902,702.2889978,150,36.3607755,-76.98104134
361,2019,Active,Solar,highland,OH,0.141168536,153.865111,154.0062795,230,39.1839264,-83.60331456
362,2019,Active,Solar,huntingdon,PA,15.255,78.28,93.535,20,40.42191613,-77.97726673
363,2019,Active,Solar,huntington,IN,6.079307536,145.9033809,151.9826884,35,40.82907273,-85.48822092
364,2019,Active,Solar,indiana,PA,19.90185352,126.3335031,146.2353567,110,40.6525369,-79.08979203
365,2019,Active,Solar,jackson,OH,15.99016261,165.2316803,181.2218429,49.9,39.01914254,-82.6181856
366,2019,Active,Solar,jay,IN,5.147800736,51.47800736,56.6258081,155,40.43781032,-85.00576229
367,2019,Active,Solar,jefferson,PA,2.696666667,86.34555556,89.04222222,90,41.12913472,-78.99852964
368,2019,Active,Solar,jefferson,WV,2.040280791,46.08754426,48.12782505,179,39.30699345,-77.86028517
369,2019,Active,Solar,kankakee,IL,7.092525459,21.27757638,28.37010183,150,41.13745682,-87.86198066
370,2019,Active,Solar,kendall,IL,10.63878819,21.27757638,31.91636456,100,41.5908102,-88.42869575
371,2019,Active,Solar,king george,VA,22.34145519,109.3207192,131.6621744,100,38.26817691,-77.15851654
372,2019,Active,Solar,lake,IN,8.51103055,29.25666752,37.76769807,200,41.41874274,-87.38277575
373,2019,Active,Solar,lebanon,PA,40.32653668,95.67210969,135.9986464,85,40.36586739,-76.45479658
374,2019,Active,Solar,lee,IL,4.934489521,338.3040915,343.2385811,675,41.74583951,-89.29977132
375,2019,Active,Solar,louisa,VA,20.20543982,344.6044067,364.8098466,221,37.97849713,-77.9627492
376,2019,Active,Solar,madison,OH,7.426560529,143.4451834,150.871744,155,39.89381073,-83.40178317
377,2019,Active,Solar,martin,KY,3.606574355,8.07188094,11.6784553,400,37.79989206,-82.51248788
378,2019,Active,Solar,mchenry,IL,10.63878819,204.7966726,215.4354608,100,42.32449655,-88.4524372
379,2019,Active,Solar,mckean,PA,3.8045,518.5690417,522.3735417,120,41.80884514,-78.56936624
380,2019,Active,Solar,mercer,PA,13.43236386,45.79908938,59.23145324,20,41.30248872,-80.25816981
381,2019,Active,Solar,metcalfe,KY,18.54188798,198.3374084,216.8792963,35,36.99459295,-85.63123699
382,2019,Active,Solar,miami,OH,0.516453411,4.874103667,5.390557079,178,40.05436058,-84.22872805
383,2019,Active,Solar,monroe,PA,8.48443358,1.529325802,10.01375938,80,41.05790503,-75.34037377
384,2019,Active,Solar,montour,PA,9.527625865,228.8578256,238.3854514,271.6,41.02870303,-76.66086657
385,2019,Active,Solar,morrow,OH,4.383513196,132.1786317,136.5621449,64,40.5236356,-82.7892599
386,2019,Active,Solar,pasquotank,NC,0,26.56418173,26.56418173,50,36.26723798,-76.25134778
387,2019,Active,Solar,perquimans,NC,0,164.2388867,164.2388867,150,36.17847453,-76.40603143
388,2019,Active,Solar,pickaway,OH,0,446.5418566,446.5418566,100,39.64170392,-83.0243386
389,2019,Active,Solar,pittsylvania,VA,11.63561319,105.8650084,117.5006215,227,36.81980341,-79.39731264
390,2019,Active,Solar,putnam,OH,5.319394094,51.42080958,56.74020367,150,41.02094889,-84.1336111
391,2019,Active,Solar,randolph,IN,1.329848524,40.19334177,41.5231903,225,40.15734772,-85.01139319
392,2019,Active,Solar,rockingham,VA,28.76712329,113.6986301,142.4657534,73,38.50786076,-78.87099376
393,2019,Active,Solar,salem,NJ,0,327.444311,327.444311,45,39.58717304,-75.34691254
394,2019,Active,Solar,somerset,PA,3.992916423,44.68418338,48.6770998,150,39.97162671,-79.02670354
395,2019,Active,Solar,stark,OH,13.50100024,169.2102045,182.7112048,39,40.81482476,-81.36437305
396,2019,Active,Solar,sussex,VA,16.21364653,770.7712925,786.9849389,299,36.92434826,-77.25788472
397,2019,Active,Solar,union,OH,0.275141074,30.72408658,30.99922765,58,40.30016061,-83.37239023
398,2019,Active,Solar,union,PA,9.622783915,7.399277185,17.0220611,80,40.96189247,-77.05995358
399,2019,Active,Solar,van buren,MI,7.97283303,90.17937517,98.1522082,85,42.25190229,-86.01939088
400,2019,Active,Solar,van wert,OH,9.187209332,66.42521765,75.61242693,200,40.8554138,-84.591117
401,2019,Active,Solar,washington,KY,10.81610132,21.01160667,31.827708,120,37.75599352,-85.17407865
402,2019,Active,Solar,washington,NC,11.57620757,1821.766778,1833.342985,150,35.83810081,-76.57299037
403,2019,Active,Solar,white,IN,5.75558441,14.54854285,20.30412726,200,40.74911165,-86.86492015
404,2019,Active,Solar,whitley,IN,4.835812813,140.2385716,145.0743844,55,41.13748552,-85.50945143
405,2019,Active,Solar,williams,OH,5.93877551,26.45714286,32.39591837,49,41.56052014,-84.58429552
406,2019,Active,Solar,wood,OH,20.7457944,70.73501747,91.48081187,50,41.36227774,-83.62283595
407,2019,Active,Solar,wyandot,OH,9.592640683,166.4136714,176.0063121,120,40.84339621,-83.30734173
408,2019,Active,Solar Hybrid,auglaize,OH,6.554675611,15.6331082,22.18778381,180,40.55998859,-84.2242143
409,2019,Active,Solar Hybrid,blackford,IN,5.75558441,104.4729,110.2284844,200,40.47388153,-85.32499702
410,2019,Active,Solar Hybrid,bradford,PA,19.92356726,81.30742801,101.2309953,20,41.78869215,-76.51570822
411,2019,Active,Solar Hybrid,campbell,VA,28.33333333,255,283.3333333,60,37.20551978,-79.09674063
412,2019,Active,Solar Hybrid,caroline,VA,0,0,0,50,38.02991616,-77.34734766
413,2019,Active,Solar Hybrid,clark,KY,16.91239424,96.2797699,113.1921641,570,37.9696136,-84.15033765
414,2019,Active,Solar Hybrid,dekalb,IN,4.657425051,52.60289715,57.2603222,180,41.39804622,-84.99906934
415,2019,Active,Solar Hybrid,erie,PA,18.01758299,61.4328872,79.45047019,20,41.9927335,-80.03291079
416,2019,Active,Solar Hybrid,fairfield,OH,3.86865025,23.93727343,27.80592368,334,39.75105062,-82.63089791
417,2019,Active,Solar Hybrid,fleming,KY,1.167390169,14.72152219,15.88891236,225,38.367538,-83.69657052
418,2019,Active,Solar Hybrid,gloucester,VA,12.05729328,63.21925405,75.27654733,150,37.40809042,-76.53524337
419,2019,Active,Solar Hybrid,greensville,VA,10.5,603.780975,614.280975,200,36.67878837,-77.56351483
420,2019,Active,Solar Hybrid,huntington,IN,5.588910061,63.97457964,69.5634897,150,40.82907273,-85.48822092
421,2019,Active,Solar Hybrid,lorain,OH,2.022916812,6.897352458,8.920269269,150,41.29553751,-82.15083537
422,2019,Active,Solar Hybrid,madison,KY,5.343035846,67.52221714,72.86525298,240,37.71659336,-84.27220275
423,2019,Active,Solar Hybrid,mecklenburg,VA,18.23179427,679.9093917,698.141186,99.2,36.67882005,-78.36131056
424,2019,Active,Solar Hybrid,mercer,NJ,77.5,2358.7735,2436.2735,20,40.28047017,-74.70479631
425,2019,Active,Solar Hybrid,pickaway,OH,4.255515275,26.33100077,30.58651604,400,39.64170392,-83.0243386
426,2019,Active,Solar Hybrid,pittsylvania,VA,28.33333333,389.1689667,417.5023,60,36.81980341,-79.39731264
427,2019,Active,Solar Hybrid,ross,OH,5.75558441,272.7891679,278.5447523,200,39.33705391,-83.06000914
428,2019,Active,Solar Hybrid,schuylkill,PA,0,3.40441222,3.40441222,50,40.70494737,-76.21477951
429,2019,Active,Solar Hybrid,spencer,IN,2.75,15.23125,17.98125,800,38.01423964,-87.00815037
430,2019,Active,Solar Hybrid,st. joseph,IN,5.588910061,63.12347658,68.71238664,150,41.61756781,-86.29040834
431,2019,Active,Solar Hybrid,st. joseph,MI,2.794455031,7.113803035,9.908258066,300,41.91441767,-85.52797979
432,2019,Active,Solar Hybrid,surry,VA,14,212.9917733,226.9917733,150,37.11782639,-76.88446978
433,2019,Active,Solar Hybrid,sussex,VA,9.752222506,611.8646958,621.6169183,300,36.92434826,-77.25788472
434,2019,Active,Solar Hybrid,venango,PA,25.75612041,388.5091423,414.2652627,100,41.40416503,-79.75819013
435,2019,Active,Solar Hybrid,warren,NJ,4.06,170.7471429,174.8071429,70,40.85951349,-74.9955636
436,2019,Active,Solar Hybrid,warren,PA,2.77574039,100.6960496,103.47179,20,41.81368759,-79.27407714
437,2019,Active,Solar Hybrid,wells,IN,5.264317097,91.04298321,96.3073003,509,40.72934187,-85.22132966
438,2019,Active,Storage,accomack,VA,0.381941137,1.302269389,1.684210526,19,37.76707161,-75.63234615
439,2019,Active,Storage,atlantic,NJ,3.185014404,2111.043466,2114.228481,320,39.47538693,-74.65848483
440,2019,Active,Storage,cape may,NJ,5.79093528,62.89410902,68.6850443,20,39.14963789,-74.80126369
441,2019,Active,Storage,chesapeake,VA,17,81.68859,98.68859,100,36.67670048,-76.30545744
442,2019,Active,Storage,cumberland,NJ,1.93031176,1402.829981,1404.760293,177.5,39.37167069,-75.10660259
443,2019,Active,Storage,dauphin,PA,51.65663605,18.39978417,70.05642022,20,40.41397293,-76.77655524
444,2019,Active,Storage,erie,PA,1.516875,21.525,23.041875,160,41.9927335,-80.03291079
445,2019,Active,Storage,fauquier,VA,28.60004224,346.2194592,374.8195015,75,38.73564842,-77.80647472
446,2019,Active,Storage,grant,IN,6.649242618,199.4772785,206.1265211,40,40.51587228,-85.65468702
447,2019,Active,Storage,hardin,OH,0,0.967162563,0.967162563,55,40.66015414,-83.65929931
448,2019,Active,Storage,hudson,NJ,12.87293371,17.87316416,30.74609786,200,40.75436378,-74.07743191
449,2019,Active,Storage,hunterdon,NJ,16.03680693,54.67921816,70.71602509,20,40.56334733,-74.91284039
450,2019,Active,Storage,king george,VA,21.45003168,154.7498133,176.199845,100,38.26817691,-77.15851654
451,2019,Active,Storage,licking,OH,4.191682546,3.595910408,7.787592954,200,40.0889529,-82.48066359
452,2019,Active,Storage,mchenry,IL,4.076164057,0,4.076164057,52.2,42.32449655,-88.4524372
453,2019,Active,Storage,mclean,IL,21.27757638,63.83272913,85.1103055,50,40.48999192,-88.84624682
454,2019,Active,Storage,mecklenburg,VA,0,0,0,20,36.67882005,-78.36131056
455,2019,Active,Storage,mercer,NJ,10.74517607,51.45736091,62.20253698,200,40.28047017,-74.70479631
456,2019,Active,Storage,middlesex,VA,52.5,105,157.5,40,37.63191998,-76.55064617
457,2019,Active,Storage,prince george,VA,0,0,0,20,37.1854013,-77.22950752
458,2019,Active,Storage,rockingham,VA,4.285292107,14.61116437,18.89645648,200,38.50786076,-78.87099376
459,2019,Active,Storage,sullivan,IN,0,0,0,50,39.08952258,-87.41414469
460,2019,Active,Storage,sussex,NJ,9.43220952,32.1601329,41.59234242,20,41.13891592,-74.69118243
461,2019,Active,Storage,van buren,MI,16.76673018,14.42619678,31.19292697,50,42.25190229,-86.01939088
462,2019,Active,Storage,warren,NJ,28.85515433,98.3847524,127.2399067,20,40.85951349,-74.9955636
463,2019,Active,Wind Offshore,monmouth,NJ,0,5,5,1200,40.26549699,-74.22240686
464,2019,Active,Wind Offshore,virginia beach,VA,2.624671916,233.6912698,236.3159417,2400.3,36.73285734,-76.04566934
465,2019,Active,Wind Onshore,blackford,IN,5.75558441,184.2052981,189.9608825,200,40.47388153,-85.32499702
466,2019,Active,Wind Onshore,christian,IL,5.319394094,140.889472,146.2088661,200,39.54584748,-89.27777622
467,2019,Active,Wind Onshore,clearfield,PA,0,85.09378784,85.09378784,109.9,41.00110782,-78.47592663
468,2019,Active,Wind Onshore,kankakee,IL,37.76769807,219.4473478,257.2150459,200,41.13745682,-87.86198066
469,2019,Active,Wind Onshore,mclean,IL,1.418505092,81.49311752,82.91162261,150,40.48999192,-88.84624682
470,2019,Active,Wind Onshore,somerset,PA,0.73,3.02625,3.75625,80,39.97162671,-79.02670354
471,2019,Active,Wind Onshore,vermillion,IN,4.514183851,13.54138337,18.05556722,255,39.85242491,-87.46165324
472,2019,Active,Wind Onshore,white,IN,3.197546895,58.95213069,62.14967759,430,40.74911165,-86.86492015
473,2019,Complete,Natural Gas,allegheny,PA,0,0,0,14.4,40.47039917,-79.98554139
474,2019,Complete,Solar,accomack,VA,34.69387755,73.46938776,108.1632653,49,37.76707161,-75.63234615
475,2019,Complete,Solar,atlantic,NJ,403.2778946,0,403.2778946,2.4,39.47538693,-74.65848483
476,2019,Complete,Solar,beaver,PA,0,0,0,34.2,40.68266486,-80.34970598
477,2019,Complete,Solar,cambria,PA,0.217084535,9.983845745,10.20093028,100,40.4941853,-78.71788306
478,2019,Complete,Solar,carbon,PA,0,1.378184551,1.378184551,20,40.91508025,-75.70908737
479,2019,Complete,Solar,centre,PA,0.593103875,1.186153915,1.77925779,36,40.92126,-77.82249856
480,2019,Complete,Solar,champaign,OH,1.23035896,77.09708055,78.3274395,139,40.13923427,-83.76875242
481,2019,Complete,Solar,charles,MD,45.23696854,154.24031,199.4772785,40,38.51092331,-76.98580666
482,2019,Complete,Solar,chester,PA,14.17437324,48.32905016,62.5034234,29.8,39.97307948,-75.74580403
483,2019,Complete,Solar,chesterfield,VA,0,0,0,20,37.37369854,-77.58668072
484,2019,Complete,Solar,clearfield,PA,8.429106808,1.985,10.41410681,40,41.00110782,-78.47592663
485,2019,Complete,Solar,clermont,OH,4.25411,86.28301,90.53712,100,39.04847534,-84.15375786
486,2019,Complete,Solar,clinton,OH,0.408572032,30.29782668,30.70639872,300,39.41485808,-83.80852286
487,2019,Complete,Solar,columbia,PA,45.42762556,3683.042083,3728.469708,20,41.04821776,-76.40564977
488,2019,Complete,Solar,crawford,PA,10.96544117,37.38785114,48.35329231,20,41.6848279,-80.10872001
489,2019,Complete,Solar,erie,PA,0,0,0,20,41.9927335,-80.03291079
490,2019,Complete,Solar,fayette,PA,5.445669355,18.56759541,24.01326477,28,39.91812937,-79.6439364
491,2019,Complete,Solar,franklin,PA,1.18620775,2.37230783,3.55851558,20,39.92956518,-77.72157791
492,2019,Complete,Solar,frederick,MD,3.137833206,13.83731329,16.9751465,100,39.47267345,-77.39779097
493,2019,Complete,Solar,frederick,VA,4.668908188,131.3449591,136.0138673,70,39.20177863,-78.26012305
494,2019,Complete,Solar,fulton,OH,0.957400135,3.959184952,4.916585087,67,41.60213491,-84.12571393
495,2019,Complete,Solar,gloucester,NJ,10.68181818,385.2083864,395.8902045,44,39.71581067,-75.13995546
496,2019,Complete,Solar,hardin,OH,56.74020367,70.92525459,127.6654583,30,40.66015414,-83.65929931
497,2019,Complete,Solar,harford,MD,0,0,0,30,39.55010556,-76.30775789
498,2019,Complete,Solar,harrison,OH,10.05772578,85.96659939,96.02432518,100,40.29376929,-81.09064708
499,2019,Complete,Solar,henry,IN,0,2.873915767,2.873915767,152.5,39.93029017,-85.39625719
500,2019,Complete,Solar,huntingdon,PA,16.105,28.61,44.715,20,40.42191613,-77.97726673
501,2019,Complete,Solar,juniata,PA,22.23506731,12.66015794,34.89522526,20,40.53358635,-77.39975071
502,2019,Complete,Solar,mercer,PA,1.873302767,30.69805962,32.57136239,50,41.30248872,-80.25816981
503,2019,Complete,Solar,northampton,PA,6.383272913,8.777000255,15.16027317,20,40.74935147,-75.31163812
504,2019,Complete,Solar,northumberland,PA,26.27780682,12.66015794,38.93796477,20,40.84760963,-76.70862527
505,2019,Complete,Solar,pickaway,OH,0,70.75,70.75,100,39.64170392,-83.0243386
506,2019,Complete,Solar,potter,PA,7.519639034,25.63901811,33.15865714,35,41.74469661,-77.89567714
507,2019,Complete,Solar,snyder,PA,54.68337129,9.362133604,64.04550489,40,40.77114873,-77.06884739
508,2019,Complete,Solar,somerset,PA,3.52245195,12.0101788,15.53263075,15,39.97162671,-79.02670354
509,2019,Complete,Solar,suffolk,VA,0,0,0,15,36.70155393,-76.63603554
510,2019,Complete,Solar,talbot,MD,13.52272727,121.25,134.7727273,44,38.76618159,-76.10882561
511,2019,Complete,Solar,union,OH,1.228172441,125.4028754,126.6310478,49.9,40.30016061,-83.37239023
512,2019,Complete,Solar,westmoreland,PA,6.005330103,2.773170489,8.778500591,33.8,40.31243409,-79.46987424
513,2019,Complete,Solar,york,PA,4.054396464,114.7120456,118.7664421,75,39.92283716,-76.73159403
514,2019,Complete,Solar Hybrid,barren,KY,11.09090909,136.9090909,148,55,36.96469836,-85.93338945
515,2019,Complete,Solar Hybrid,crawford,PA,5.295458739,76.41894766,81.7144064,17.9,41.6848279,-80.10872001
516,2019,Complete,Solar Hybrid,green,KY,10.16666667,118.1666667,128.3333333,60,37.26484328,-85.5540745
517,2019,Complete,Solar Hybrid,russell,KY,7.092525459,57.09482994,64.1873554,60,36.99308373,-85.06070117
518,2019,Withdrawn,Hybrid,hudson,NJ,46.35760937,607.2732592,653.6308685,131.5,40.75436378,-74.07743191
519,2019,Withdrawn,Solar,adams,PA,6.308195287,21.64094982,27.94914511,97,39.87204983,-77.21604164
520,2019,Withdrawn,Solar,beaver,PA,0,0,0,20,40.68266486,-80.34970598
521,2019,Withdrawn,Solar,bergen,NJ,0,0,0,3.7,40.92395612,-74.07196985
522,2019,Withdrawn,Solar,berks,PA,16.02039762,188.4286642,204.4490618,141.2,40.41551389,-75.92318433
523,2019,Withdrawn,Solar,bertie,NC,31.24679048,577.2788595,608.52565,71.5,36.0688473,-76.96545943
